SupplierID,SupplierName,EvaluationDate,EvaluationPeriod,QualityScore,DeliveryScore,CostScore,InnovationScore,ResponsivenessScore,SustainabilityScore,OverallScore,Category,BusinessUnit,Evaluator,Comments,ImprovementPlan,NextReviewDate,TrendIndicator
TW_SUP_0083,Enviro Rodriguez PLC,2025-03-16,Q2 2024,3,9,10,6,4,8,6.8,Civil Engineering & Construction,Asset Management Strategy,William Thompson,Meets contractual obligations with little additional value.,Joint process improvement workshops scheduled,2025-06-19,Stable
TW_SUP_0126,Kennet King Dynamics,2023-11-25,Q4 2022,7,9,6,6,5,8,7.1,Pipeline & Network Maintenance,Wastewater Collection & Treatment,Christopher Davis,Reliable performance with occasional excellence in key areas.,Monthly executive reviews until performance stabilizes,2024-04-09,Declining
TW_SUP_0144,Southern Miller Consulting,2024-10-24,Q4 2023,4,6,7,8,7,6,6.0,Renewable Energy Solutions,Procurement & Supply Chain,Elizabeth Moore,Adequate performance but minimal value-added contributions.,Quality management system review,2025-02-24,Declining
TW_SUP_0142,Severn Johnson Consulting,2024-08-22,Q3 2023,9,5,5,7,10,4,6.6,Pipeline & Network Maintenance,Network Operations & Maintenance,Matthew Clark,Standard service with occasional quality concerns.,Supplier development program participation required,2024-12-30,Declining
TW_SUP_0030,Cyber Scott Systems,2024-12-17,Q1 2024,3,10,7,8,5,6,6.6,Customer Service Solutions,Strategic Resource Planning,Betty Garcia,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2025-04-08,Stable
TW_SUP_0060,UK Wilson Group,2025-01-09,Q1 2024,10,6,4,10,9,2,6.9,Professional Services,"Health, Safety & Environment",William Taylor,Meets basic requirements but lacks consistency.,Supplier development program participation required,2025-06-13,Declining
TW_SUP_0045,Tech Williams Ltd,2024-06-29,Q3 2023,8,7,8,2,9,3,6.8,Facilities Management,Water Production & Treatment,Michael Johnson,Standard service with occasional quality concerns.,Supplier development program participation required,2024-12-16,Declining
TW_SUP_0097,Digital White Services,2025-04-01,Q2 2024,3,7,5,9,8,10,6.2,Professional Services,Procurement & Supply Chain,Matthew Smith,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-07-30,Stable
TW_SUP_0063,Digital Hall Group,2023-08-02,Q3 2022,4,8,4,7,9,3,5.7,Customer Service Solutions,"Health, Safety & Environment",John Moore,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2023-11-22,Stable
TW_SUP_0096,Tech Smith Services,2023-11-17,Q4 2022,6,10,7,5,5,6,7.0,Professional Services,Finance & Regulation,John Harris,Solid service delivery with good communication.,Formal improvement plan with 90-day reassessment,2024-04-25,Declining
TW_SUP_0052,Hydro Miller Group,2024-07-30,Q3 2023,9,3,5,6,8,4,5.8,Heavy Plant & Equipment Hire,"Health, Safety & Environment",Betty Wilson,Adequate performance but minimal value-added contributions.,Quality management system review,2024-11-20,Stable
TW_SUP_0074,Severn Allen PLC,2024-05-30,Q3 2023,8,3,3,2,10,8,5.4,Chemicals Supply,Procurement & Supply Chain,Nancy Young,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2024-11-17,Declining
TW_SUP_0060,UK Green Group,2024-02-08,Q1 2023,5,4,5,3,5,2,4.2,Research & Development,Network Operations & Maintenance,Barbara Thompson,Inconsistent quality and reliability causing operational impacts.,Weekly performance review meetings for 3 months,2024-08-01,Declining
TW_SUP_0023,Severn Lewis Systems,2025-04-29,Q2 2024,9,3,3,7,10,3,5.6,Leakage Detection Services,Asset Management Strategy,Daniel Garcia,Adequate performance but minimal value-added contributions.,Corrective action required within 60 days,2025-10-25,Improving
TW_SUP_0035,Hydro Johnson Ltd,2024-04-08,Q2 2023,6,6,7,7,9,6,6.6,Water Treatment Plant Operations,Asset Management Strategy,Richard Jackson,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2024-07-19,Improving
TW_SUP_0072,Clear Robinson PLC,2024-04-21,Q2 2023,8,7,6,4,6,2,6.2,Mechanical & Electrical Engineering,Customer Operations & Retail,Joseph Garcia,Meets basic requirements but lacks consistency.,Delivery process review and optimization,2024-10-08,Stable
TW_SUP_0119,Aqua Jackson Dynamics,2025-02-17,Q1 2024,8,5,10,10,10,5,7.8,Chemicals Supply,Human Resources,Nancy Scott,Good overall performance with room for improvement in innovation.,Quality management system review,2025-06-29,Improving
TW_SUP_0145,UK Taylor Consulting,2024-09-19,Q4 2023,3,9,9,7,10,9,7.4,Mechanical & Electrical Engineering,Network Operations & Maintenance,James Allen,Consistently meets requirements with some areas of strength.,Monthly executive reviews until performance stabilizes,2025-02-26,Stable
TW_SUP_0018,Hydro Jackson Systems,2024-09-08,Q4 2023,9,6,6,4,8,6,6.8,IT & Technology Solutions,IT & Digital Transformation,Matthew Wright,Acceptable performance with some service delivery issues.,Quality management system review,2025-01-30,Stable
TW_SUP_0138,Flow Brown Consulting,2025-04-21,Q2 2024,4,7,9,9,9,4,6.8,Professional Services,Finance & Regulation,Sandra Williams,Meets contractual obligations with little additional value.,Delivery process review and optimization,2025-08-12,Stable
TW_SUP_0056,Thames Williams Group,2024-06-23,Q3 2023,3,8,5,8,10,8,6.3,Heavy Plant & Equipment Hire,"Health, Safety & Environment",Margaret Thompson,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2024-12-14,Stable
TW_SUP_0047,Cyber Green Ltd,2023-08-23,Q3 2022,6,4,6,3,3,2,4.5,Waste Management & Sludge Treatment,Finance & Regulation,Robert Thomas,Frequent service delivery issues requiring intervention.,Corrective action required within 60 days,2024-02-11,Declining
TW_SUP_0065,Data Thomas Group,2023-10-07,Q4 2022,5,4,4,2,5,7,4.5,Water Treatment Plant Operations,Procurement & Supply Chain,Elizabeth Thomas,Inconsistent quality and reliability causing operational impacts.,Weekly performance review meetings for 3 months,2024-02-06,Declining
TW_SUP_0107,Thames Wilson Engineering,2025-04-10,Q2 2024,8,4,7,3,7,6,6.0,Chemicals Supply,Human Resources,Nancy Rodriguez,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2025-07-23,Declining
TW_SUP_0133,Data Harris Dynamics,2023-07-29,Q3 2022,7,5,7,9,5,9,6.7,Civil Engineering & Construction,"Health, Safety & Environment",Jessica Rodriguez,Adequate performance but minimal value-added contributions.,Supplier development program participation required,2023-12-25,Stable
TW_SUP_0013,Cyber Smith Solutions,2023-10-01,Q4 2022,6,4,6,10,5,3,5.5,IT & Technology Solutions,Network Operations & Maintenance,Lisa Lewis,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2024-03-17,Declining
TW_SUP_0132,Cyber Taylor Dynamics,2023-12-11,Q1 2023,9,9,8,2,6,4,7.3,Research & Development,Human Resources,Elizabeth Rodriguez,Good overall performance with room for improvement in innovation.,Supplier development program participation required,2024-06-01,Improving
TW_SUP_0056,Thames Johnson Group,2023-06-05,Q3 2022,3,9,4,4,10,2,5.4,Pipeline & Network Maintenance,Procurement & Supply Chain,Daniel Moore,Standard service with occasional quality concerns.,Quality management system review,2023-09-06,Stable
TW_SUP_0094,UK Clark Services,2024-02-25,Q1 2023,4,4,4,8,7,9,5.2,Professional Services,Network Operations & Maintenance,John Wright,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2024-08-18,Stable
TW_SUP_0146,London Brown Consulting,2023-12-14,Q1 2023,8,6,3,5,3,10,5.9,Pipeline & Network Maintenance,Customer Operations & Retail,Anthony Brown,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2024-05-14,Declining
TW_SUP_0051,Aqua Lewis Group,2025-02-07,Q1 2024,8,6,6,7,6,5,6.5,Customer Service Solutions,Procurement & Supply Chain,Margaret Thomas,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-07-08,Stable
TW_SUP_0025,Southern Rodriguez Systems,2025-02-05,Q1 2024,4,10,10,6,10,2,7.3,Professional Services,Wastewater Collection & Treatment,Nancy Martin,Solid service delivery with good communication.,Supplier development program participation required,2025-05-13,Stable
TW_SUP_0032,Enviro Johnson Systems,2024-11-10,Q4 2023,6,9,5,3,9,4,6.4,Civil Engineering & Construction,Wastewater Collection & Treatment,Christopher Young,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-04-09,Declining
TW_SUP_0017,Aqua Young Systems,2025-05-10,Q2 2024,8,7,3,3,5,7,5.8,Civil Engineering & Construction,Procurement & Supply Chain,Sarah Young,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2025-09-16,Stable
TW_SUP_0023,Severn Smith Systems,2024-06-25,Q3 2023,10,4,6,7,8,2,6.4,Civil Engineering & Construction,Finance & Regulation,Lisa Rodriguez,Meets contractual obligations with little additional value.,Supplier development program participation required,2024-09-23,Declining
TW_SUP_0098,Cyber Williams Services,2025-03-26,Q2 2024,7,8,10,5,8,5,7.5,Customer Service Solutions,Customer Operations & Retail,David Moore,Dependable supplier with strong operational delivery.,Weekly performance review meetings for 3 months,2025-08-28,Declining
TW_SUP_0025,Southern Thomas Systems,2023-08-20,Q3 2022,3,8,10,9,8,8,7.2,Chemicals Supply,"Health, Safety & Environment",Robert Jackson,Dependable supplier with strong operational delivery.,No improvement plan needed - performance exceeds requirements,2024-01-07,Stable
TW_SUP_0066,Enviro Young Group,2024-06-03,Q3 2023,6,6,7,8,4,8,6.4,Renewable Energy Solutions,Network Operations & Maintenance,Daniel Hall,Meets basic requirements but lacks consistency.,Supplier development program participation required,2024-10-14,Declining
TW_SUP_0096,Tech Clark Services,2024-10-30,Q4 2023,5,8,5,8,5,9,6.5,Renewable Energy Solutions,Customer Operations & Retail,David Thomas,Standard service with occasional quality concerns.,Weekly performance review meetings for 3 months,2025-02-13,Stable
TW_SUP_0007,Kennet King Solutions,2025-01-21,Q1 2024,6,6,7,6,10,10,7.0,Professional Services,Asset Management Strategy,Sarah White,Reliable performance with occasional excellence in key areas.,Supplier development program participation required,2025-04-26,Stable
TW_SUP_0102,Aqua Walker Engineering,2024-08-05,Q3 2023,7,10,10,9,7,9,8.8,Waste Management & Sludge Treatment,Strategic Resource Planning,Richard Williams,"Outstanding performance, a truly strategic partner.",None required - continue current approach,2024-11-19,Improving
TW_SUP_0022,Thames Lee Systems,2024-04-05,Q2 2023,5,4,6,10,4,9,5.8,Mechanical & Electrical Engineering,Capital Delivery Programmes,Daniel Scott,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2024-07-05,Declining
TW_SUP_0124,Thames Miller Dynamics,2024-10-03,Q4 2023,3,3,8,5,5,8,4.9,Heavy Plant & Equipment Hire,Human Resources,Margaret Lewis,Poor response times and inadequate problem resolution.,Weekly performance review meetings for 3 months,2025-03-18,Declining
TW_SUP_0051,Aqua Brown Group,2025-03-19,Q2 2024,10,7,4,5,9,8,7.2,Professional Services,Human Resources,Jennifer Garcia,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2025-08-11,Stable
TW_SUP_0100,Enviro Martinez Services,2024-11-15,Q4 2023,8,6,10,2,10,2,6.9,Facilities Management,Human Resources,Richard Martin,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-03-26,Improving
TW_SUP_0050,Chem Miller Ltd,2025-02-09,Q1 2024,10,9,5,2,7,8,7.5,Waste Management & Sludge Treatment,Water Production & Treatment,Sandra Wilson,Consistently meets requirements with some areas of strength.,Quality management system review,2025-05-26,Stable
TW_SUP_0020,Pipe Rodriguez Systems,2024-02-28,Q1 2023,8,3,8,2,3,6,5.4,Pipeline & Network Maintenance,Water Production & Treatment,Sandra Robinson,Adequate performance but minimal value-added contributions.,Joint process improvement workshops scheduled,2024-06-04,Declining
TW_SUP_0136,Aqua Johnson Consulting,2025-01-08,Q1 2024,9,10,6,8,4,2,7.4,Chemicals Supply,Capital Delivery Programmes,Margaret Anderson,Reliable performance with occasional excellence in key areas.,Joint process improvement workshops scheduled,2025-05-26,Improving
TW_SUP_0057,Severn Brown Group,2024-11-29,Q1 2024,4,9,4,7,6,4,5.8,Facilities Management,Strategic Resource Planning,Daniel Robinson,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2025-05-05,Improving
TW_SUP_0040,Severn Allen Ltd,2024-05-23,Q2 2023,9,3,6,3,6,8,5.9,Pipeline & Network Maintenance,"Health, Safety & Environment",William King,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2024-09-12,Improving
TW_SUP_0104,Flow Anderson Engineering,2024-12-10,Q1 2024,6,6,9,9,4,3,6.4,Mechanical & Electrical Engineering,Human Resources,Charles Wright,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-03-31,Declining
TW_SUP_0025,Southern King Systems,2023-06-04,Q3 2022,7,10,4,7,10,6,7.3,Facilities Management,Strategic Resource Planning,Linda Johnson,Good overall performance with room for improvement in innovation.,Corrective action required within 60 days,2023-11-03,Improving
TW_SUP_0131,Digital Thomas Dynamics,2023-11-22,Q4 2022,8,5,10,6,3,3,6.4,Civil Engineering & Construction,Human Resources,Richard King,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2024-04-14,Stable
TW_SUP_0037,Pipe Wright Ltd,2023-12-24,Q1 2023,6,7,9,5,8,2,6.5,Research & Development,Strategic Resource Planning,Nancy Jones,Meets contractual obligations with little additional value.,Supplier development program participation required,2024-04-04,Declining
TW_SUP_0129,London Wright Dynamics,2025-03-25,Q2 2024,4,7,4,2,5,5,4.8,IT & Technology Solutions,Finance & Regulation,David Young,Frequent service delivery issues requiring intervention.,Weekly performance review meetings for 3 months,2025-07-30,Significantly Declining
TW_SUP_0134,Enviro Martinez Dynamics,2025-02-23,Q2 2024,6,6,7,3,4,10,6.1,Customer Service Solutions,Water Production & Treatment,Linda Green,Meets basic requirements but lacks consistency.,Monthly executive reviews until performance stabilizes,2025-07-27,Stable
TW_SUP_0071,Pipe Lewis PLC,2024-02-18,Q1 2023,8,7,7,3,9,4,6.8,Professional Services,Procurement & Supply Chain,Susan Wilson,Meets contractual obligations with little additional value.,Delivery process review and optimization,2024-08-05,Improving
TW_SUP_0108,Severn Smith Engineering,2023-12-07,Q1 2023,4,9,6,4,8,7,6.4,Professional Services,Asset Management Strategy,Lisa Clark,Meets basic requirements but lacks consistency.,Formal improvement plan with 90-day reassessment,2024-05-22,Declining
TW_SUP_0058,Kennet Clark Group,2023-08-31,Q3 2022,9,10,6,8,5,3,7.5,Civil Engineering & Construction,Network Operations & Maintenance,Michael Jackson,Solid service delivery with good communication.,No improvement plan needed - performance exceeds requirements,2024-01-14,Improving
TW_SUP_0047,Cyber Martin Ltd,2023-09-18,Q4 2022,9,9,3,5,8,2,6.6,Mechanical & Electrical Engineering,Wastewater Collection & Treatment,Christopher Williams,Acceptable performance with some service delivery issues.,Supplier development program participation required,2024-01-16,Stable
TW_SUP_0028,Tech Davis Systems,2024-06-03,Q3 2023,5,8,4,10,9,2,6.2,IT & Technology Solutions,Asset Management Strategy,John Wright,Meets contractual obligations with little additional value.,Joint process improvement workshops scheduled,2024-11-21,Declining
TW_SUP_0102,Aqua Clark Engineering,2025-02-11,Q1 2024,10,7,10,8,5,10,8.6,Customer Service Solutions,Wastewater Collection & Treatment,Joseph Taylor,Proactive partner delivering significant value above contract requirements.,None required - continue current approach,2025-06-30,Improving
TW_SUP_0080,Digital Hall PLC,2025-02-21,Q1 2024,5,5,3,10,6,8,5.5,Water Treatment Plant Operations,Procurement & Supply Chain,Susan King,Adequate performance but minimal value-added contributions.,Supplier development program participation required,2025-07-13,Stable
TW_SUP_0040,Severn Anderson Ltd,2024-05-14,Q2 2023,5,8,3,8,9,2,5.8,Pipeline & Network Maintenance,Capital Delivery Programmes,David Davis,Meets contractual obligations with little additional value.,Monthly executive reviews until performance stabilizes,2024-10-27,Improving
TW_SUP_0021,Clear King Systems,2024-06-09,Q3 2023,7,6,10,2,4,2,6.1,Heavy Plant & Equipment Hire,IT & Digital Transformation,Nancy Brown,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2024-10-18,Declining
TW_SUP_0032,Enviro Thompson Systems,2024-12-29,Q1 2024,4,7,9,3,3,10,6.1,Facilities Management,Network Operations & Maintenance,David Clark,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2025-05-09,Stable
TW_SUP_0083,Enviro Martin PLC,2024-04-19,Q2 2023,3,7,7,10,9,8,6.6,Water Treatment Plant Operations,"Health, Safety & Environment",Christopher Martinez,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2024-08-02,Improving
TW_SUP_0084,Chem Walker PLC,2023-07-23,Q3 2022,10,4,3,3,8,10,6.2,Professional Services,Customer Operations & Retail,Robert Garcia,Meets contractual obligations with little additional value.,Supplier development program participation required,2023-11-19,Stable
TW_SUP_0117,Enviro Anderson Engineering,2025-04-30,Q2 2024,7,10,3,10,9,6,7.3,Heavy Plant & Equipment Hire,Water Production & Treatment,Barbara Garcia,Consistently meets requirements with some areas of strength.,Quality management system review,2025-08-12,Stable
TW_SUP_0030,Cyber Martinez Systems,2024-09-04,Q4 2023,4,4,5,3,4,8,4.5,Water Treatment Plant Operations,Strategic Resource Planning,Matthew Davis,Multiple performance failures requiring formal improvement plan.,Formal improvement plan with 90-day reassessment,2024-12-17,Declining
TW_SUP_0094,UK Harris Services,2024-05-26,Q2 2023,10,10,6,5,3,5,7.5,Renewable Energy Solutions,Strategic Resource Planning,Jessica Scott,Consistently meets requirements with some areas of strength.,No improvement plan needed - performance exceeds requirements,2024-09-26,Stable
TW_SUP_0145,UK Young Consulting,2024-01-04,Q1 2023,5,5,9,2,6,7,5.8,Heavy Plant & Equipment Hire,Finance & Regulation,John Clark,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2024-06-04,Stable
TW_SUP_0019,Flow Harris Systems,2024-03-06,Q2 2023,10,10,9,6,5,5,8.4,Civil Engineering & Construction,"Health, Safety & Environment",Mark Walker,Solid service delivery with good communication.,Supplier development program participation required,2024-08-15,Stable
TW_SUP_0114,Digital White Engineering,2024-04-26,Q2 2023,9,6,9,4,10,8,7.8,Customer Service Solutions,"Health, Safety & Environment",Nancy Taylor,Dependable supplier with strong operational delivery.,Joint process improvement workshops scheduled,2024-10-22,Improving
TW_SUP_0083,Enviro Lee PLC,2024-08-06,Q3 2023,10,4,8,6,6,5,6.8,Leakage Detection Services,Network Operations & Maintenance,Daniel Johnson,Standard service with occasional quality concerns.,Corrective action required within 60 days,2025-01-24,Stable
TW_SUP_0123,Clear Williams Dynamics,2024-03-21,Q2 2023,6,10,3,2,10,7,6.5,Leakage Detection Services,"Health, Safety & Environment",Michael Lee,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2024-06-28,Declining
TW_SUP_0127,Southern Young Dynamics,2023-10-02,Q4 2022,4,9,7,9,3,5,6.4,Facilities Management,Strategic Resource Planning,William Wright,Standard service with occasional quality concerns.,Supplier development program participation required,2024-03-27,Improving
TW_SUP_0066,Enviro Allen Group,2023-10-23,Q4 2022,6,10,4,3,10,8,6.9,Mechanical & Electrical Engineering,Capital Delivery Programmes,Charles Smith,Acceptable performance with some service delivery issues.,Delivery process review and optimization,2024-03-12,Stable
TW_SUP_0007,Kennet Harris Solutions,2025-04-01,Q2 2024,9,10,6,9,3,5,7.7,Renewable Energy Solutions,Procurement & Supply Chain,Mark Martin,Reliable performance with occasional excellence in key areas.,Quality management system review,2025-07-26,Improving
TW_SUP_0118,Chem Wilson Engineering,2024-05-22,Q2 2023,5,3,7,7,4,7,5.2,Chemicals Supply,Asset Management Strategy,John Martin,Standard service with occasional quality concerns.,Corrective action required within 60 days,2024-10-22,Stable
TW_SUP_0108,Severn Rodriguez Engineering,2023-12-26,Q1 2023,3,7,7,5,4,5,5.3,Customer Service Solutions,Finance & Regulation,Sandra White,Standard service with occasional quality concerns.,Delivery process review and optimization,2024-03-26,Declining
TW_SUP_0071,Pipe Brown PLC,2024-06-16,Q3 2023,7,10,7,4,10,4,7.5,Facilities Management,Capital Delivery Programmes,Betty Martinez,Consistently meets requirements with some areas of strength.,Quality management system review,2024-12-06,Improving
TW_SUP_0047,Cyber Thompson Ltd,2025-01-20,Q1 2024,10,7,6,5,9,3,7.2,Leakage Detection Services,Finance & Regulation,Elizabeth Clark,Dependable supplier with strong operational delivery.,Joint process improvement workshops scheduled,2025-04-21,Improving
TW_SUP_0061,London Allen Group,2025-02-26,Q2 2024,7,4,4,10,5,10,6.0,Waste Management & Sludge Treatment,IT & Digital Transformation,Charles Young,Meets basic requirements but lacks consistency.,Corrective action required within 60 days,2025-06-19,Declining
TW_SUP_0050,Chem Jackson Ltd,2023-08-11,Q3 2022,10,6,5,9,7,4,7.0,Research & Development,Capital Delivery Programmes,Lisa Wilson,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2024-01-01,Improving
TW_SUP_0142,Severn Taylor Consulting,2025-03-17,Q2 2024,8,9,8,9,9,10,8.7,Heavy Plant & Equipment Hire,Asset Management Strategy,Michael Jones,Exemplary service delivery with innovative solutions.,None required - continue current approach,2025-07-09,Stable
TW_SUP_0139,Pipe Jackson Consulting,2023-07-02,Q3 2022,8,5,3,4,8,5,5.5,Research & Development,Wastewater Collection & Treatment,James Anderson,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2023-12-08,Improving
TW_SUP_0141,Thames Walker Consulting,2024-02-28,Q1 2023,6,10,8,8,8,8,8.0,Mechanical & Electrical Engineering,Customer Operations & Retail,Sarah Martin,Good overall performance with room for improvement in innovation.,No improvement plan needed - performance exceeds requirements,2024-07-04,Stable
TW_SUP_0065,Data Clark Group,2024-06-16,Q3 2023,6,10,4,2,3,5,5.8,Renewable Energy Solutions,Human Resources,Thomas Wilson,Meets contractual obligations with little additional value.,Weekly performance review meetings for 3 months,2024-10-21,Improving
TW_SUP_0149,Cyber Allen Consulting,2025-05-21,Q2 2024,3,5,5,4,6,9,4.9,Chemicals Supply,Finance & Regulation,Elizabeth Thomas,Inconsistent quality and reliability causing operational impacts.,Formal improvement plan with 90-day reassessment,2025-08-24,Significantly Declining
TW_SUP_0010,London Miller Solutions,2024-11-10,Q4 2023,10,5,7,3,8,9,7.2,Chemicals Supply,"Health, Safety & Environment",Robert Scott,Solid service delivery with good communication.,Weekly performance review meetings for 3 months,2025-02-14,Declining
TW_SUP_0149,Cyber Thompson Consulting,2025-03-21,Q2 2024,7,3,7,5,9,7,6.0,Waste Management & Sludge Treatment,Strategic Resource Planning,Joseph Young,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2025-07-03,Improving
TW_SUP_0014,Data Wright Solutions,2023-09-10,Q4 2022,7,4,6,4,7,7,5.8,Water Treatment Plant Operations,Strategic Resource Planning,Sarah Miller,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2023-12-18,Stable
TW_SUP_0019,Flow King Systems,2023-08-18,Q3 2022,9,10,3,3,8,5,6.9,Civil Engineering & Construction,Capital Delivery Programmes,Karen King,Meets basic requirements but lacks consistency.,Supplier development program participation required,2024-01-23,Declining
TW_SUP_0027,London Moore Systems,2024-01-06,Q1 2023,10,4,3,5,3,6,5.5,Customer Service Solutions,Strategic Resource Planning,John Miller,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2024-06-08,Improving
TW_SUP_0070,Flow Scott PLC,2024-04-23,Q2 2023,10,7,5,7,7,5,7.2,Heavy Plant & Equipment Hire,Capital Delivery Programmes,Patricia Martinez,Dependable supplier with strong operational delivery.,Formal improvement plan with 90-day reassessment,2024-08-19,Improving
TW_SUP_0056,Thames Lewis Group,2023-11-13,Q4 2022,6,9,10,5,10,9,8.2,Mechanical & Electrical Engineering,IT & Digital Transformation,David Allen,Reliable performance with occasional excellence in key areas.,Joint process improvement workshops scheduled,2024-04-19,Stable
TW_SUP_0009,UK Anderson Solutions,2024-01-15,Q1 2023,9,3,7,5,9,9,6.7,Chemicals Supply,Procurement & Supply Chain,Christopher Walker,Meets contractual obligations with little additional value.,Formal improvement plan with 90-day reassessment,2024-07-13,Improving
TW_SUP_0059,Southern Rodriguez Group,2023-07-26,Q3 2022,5,3,9,3,7,4,5.2,Leakage Detection Services,Customer Operations & Retail,Susan Thompson,Adequate performance but minimal value-added contributions.,Formal improvement plan with 90-day reassessment,2023-12-29,Stable
TW_SUP_0112,London White Engineering,2025-01-20,Q1 2024,3,5,4,9,9,10,5.6,Pipeline & Network Maintenance,Network Operations & Maintenance,Patricia White,Acceptable performance with some service delivery issues.,Weekly performance review meetings for 3 months,2025-06-22,Stable
TW_SUP_0141,Thames White Consulting,2024-05-16,Q2 2023,3,6,4,3,10,10,5.3,Professional Services,Finance & Regulation,Elizabeth Lee,Meets basic requirements but lacks consistency.,Delivery process review and optimization,2024-10-25,Stable
TW_SUP_0141,Thames Taylor Consulting,2024-09-28,Q4 2023,4,4,4,5,5,7,4.5,Renewable Energy Solutions,IT & Digital Transformation,Mary Robinson,Poor response times and inadequate problem resolution.,Formal improvement plan with 90-day reassessment,2025-02-07,Declining
TW_SUP_0009,UK Robinson Solutions,2024-07-21,Q3 2023,8,8,4,2,4,9,6.3,Mechanical & Electrical Engineering,IT & Digital Transformation,Matthew Green,Meets basic requirements but lacks consistency.,Corrective action required within 60 days,2024-10-31,Stable
TW_SUP_0044,London Harris Ltd,2023-09-21,Q4 2022,9,7,10,4,9,3,7.6,Chemicals Supply,Asset Management Strategy,Barbara Davis,Dependable supplier with strong operational delivery.,Joint process improvement workshops scheduled,2024-01-25,Improving
TW_SUP_0144,Southern Brown Consulting,2025-02-03,Q1 2024,7,6,4,4,6,10,6.1,Civil Engineering & Construction,"Health, Safety & Environment",Daniel Robinson,Meets basic requirements but lacks consistency.,Joint process improvement workshops scheduled,2025-06-27,Declining
TW_SUP_0066,Enviro Robinson Group,2024-05-21,Q2 2023,5,8,3,6,9,10,6.4,Pipeline & Network Maintenance,Capital Delivery Programmes,Susan Wilson,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2024-10-06,Declining
TW_SUP_0006,Severn Harris Solutions,2023-08-07,Q3 2022,7,8,6,4,5,5,6.4,Mechanical & Electrical Engineering,Network Operations & Maintenance,James Martinez,Standard service with occasional quality concerns.,Formal improvement plan with 90-day reassessment,2023-12-01,Stable
TW_SUP_0064,Cyber Davis Group,2025-05-21,Q2 2024,9,7,4,4,9,6,6.7,Renewable Energy Solutions,Capital Delivery Programmes,Karen Anderson,Adequate performance but minimal value-added contributions.,Supplier development program participation required,2025-10-07,Stable
TW_SUP_0137,Hydro Lee Consulting,2024-10-05,Q4 2023,9,10,3,3,8,3,6.7,Chemicals Supply,Strategic Resource Planning,Mark Scott,Acceptable performance with some service delivery issues.,Corrective action required within 60 days,2025-01-26,Stable
TW_SUP_0006,Severn King Solutions,2024-06-18,Q3 2023,7,4,7,10,4,5,6.1,Customer Service Solutions,Finance & Regulation,Linda Green,Meets basic requirements but lacks consistency.,Supplier development program participation required,2024-11-30,Stable
TW_SUP_0148,Digital Wright Consulting,2024-07-14,Q3 2023,7,7,6,9,8,10,7.4,Customer Service Solutions,Wastewater Collection & Treatment,Margaret Taylor,Consistently meets requirements with some areas of strength.,No improvement plan needed - performance exceeds requirements,2024-12-21,Stable
TW_SUP_0038,Clear Robinson Ltd,2025-04-15,Q2 2024,7,6,3,8,6,8,6.0,Mechanical & Electrical Engineering,Wastewater Collection & Treatment,Nancy Smith,Adequate performance but minimal value-added contributions.,Weekly performance review meetings for 3 months,2025-09-30,Declining
TW_SUP_0008,Southern Jackson Solutions,2025-02-12,Q1 2024,8,7,4,2,4,5,5.7,Facilities Management,Capital Delivery Programmes,Richard Robinson,Acceptable performance with some service delivery issues.,Formal improvement plan with 90-day reassessment,2025-07-28,Stable
